KalmanPitch,KalmanYaw,LinearAccelMag,TotalAccelMag,GyroMag,lat,lng,kecepatan,sat,throttle,arus,millis
2.51,20.00,12.55,20.77,29.71,-6.912143,107.674721,24.65,12,99,2729.80,1668651
1.48,37.09,22.72,23.98,82.18,-6.912139,107.674698,25.67,12,99,3318.79,1668858
2.89,44.74,22.39,25.88,41.46,-6.912136,107.674690,25.61,12,99,5120.85,1669065
1.28,37.69,8.68,12.26,32.70,-6.912133,107.674675,25.28,12,99,396.73,1669272
-1.22,20.34,29.42,33.97,80.42,-6.912130,107.674660,26.19,12,99,419.62,1669481
-0.86,25.59,17.38,24.30,26.46,-6.912128,107.674652,24.61,12,99,3025.82,1669688
-1.54,55.55,21.33,24.55,148.49,-6.912125,107.674637,25.41,12,99,3521.73,1669896
1.63,51.28,21.22,20.57,20.79,-6.912122,107.674622,25.54,12,99,2906.80,1670103
3.62,30.40,22.79,25.25,95.48,-6.912119,107.674614,26.09,12,99,2151.49,1670310
5.37,22.93,9.84,16.01,32.81,-6.912117,107.674599,25.74,12,99,2505.49,1670517
5.97,25.46,5.98,9.73,15.30,-6.912114,107.674583,25.58,12,99,2081.30,1670724
7.73,26.71,15.14,18.87,16.13,-6.912110,107.674576,24.67,12,99,2125.55,1670933
8.18,59.62,22.36,20.57,165.47,-6.912104,107.674553,25.98,12,99,616.46,1671140
9.13,59.69,16.42,22.01,12.63,-6.912104,107.674553,25.98,12,99,877.38,1671347
8.36,70.02,18.59,21.05,56.87,-6.912100,107.674530,25.24,12,99,427.25,1671554
6.05,81.87,19.90,20.66,66.63,-6.912097,107.674515,25.04,12,99,1287.84,1671761
7.42,84.43,20.57,23.79,22.00,-6.912094,107.674507,26.35,12,99,1423.65,1671968
7.79,109.12,20.99,23.75,128.88,-6.912094,107.674507,26.35,12,99,2273.56,1672177
6.93,124.77,22.29,24.66,85.89,-6.912088,107.674477,25.84,12,99,717.16,1672384
8.23,115.04,6.57,8.33,31.97,-6.912086,107.674469,26.74,12,99,1368.71,1672591
8.63,116.02,21.55,27.12,16.55,-6.912083,107.674454,25.91,12,99,376.89,1672798
6.25,94.93,20.75,20.82,94.23,-6.912079,107.674438,26.09,12,99,286.87,1673005
6.00,98.95,13.15,15.06,26.53,-6.912076,107.674431,26.97,12,99,883.48,1673212
8.09,118.87,21.12,25.23,107.29,-6.912070,107.674400,27.15,12,99,552.37,1673421
9.80,122.10,3.90,13.61,29.75,-6.912068,107.674393,26.72,12,99,2478.03,1673628
8.90,114.89,16.24,16.46,26.94,-6.912064,107.674377,26.72,12,99,2009.58,1673835
10.28,117.93,10.95,17.31,28.51,-6.912060,107.674362,26.91,12,99,2952.58,1674042
9.97,108.71,20.50,25.02,37.33,-6.912059,107.674355,27.15,12,99,2464.29,1674249
10.09,126.80,25.45,26.52,96.67,-6.912055,107.674339,27.41,12,99,4670.72,1674456
6.24,77.10,29.42,33.97,230.41,-6.912053,107.674332,27.32,12,99,2929.69,1674665
9.02,85.34,22.44,21.82,50.19,-6.912049,107.674316,27.65,12,99,6819.15,1674873
5.29,83.12,15.73,10.78,10.08,-6.912046,107.674301,27.97,12,99,5853.27,1675080
3.21,95.09,15.43,16.90,63.55,-6.912043,107.674286,28.17,12,99,4908.75,1675287
6.02,90.67,9.59,17.71,16.02,-6.912039,107.674271,28.09,12,99,4687.50,1675495
6.75,78.59,18.56,21.49,51.55,-6.912036,107.674263,28.58,12,99,6280.52,1675702
4.90,90.35,20.92,24.97,64.70,-6.912033,107.674248,28.45,12,99,8569.34,1675911
6.54,92.70,10.66,20.06,27.86,-6.912030,107.674232,28.11,12,99,8694.46,1676118
0.71,87.82,12.94,8.14,29.43,-6.912026,107.674217,28.85,12,99,13172.91,1676325
-2.41,87.51,20.76,25.63,25.43,-6.912023,107.674202,28.09,12,99,16673.28,1676532
-0.76,120.24,10.05,13.18,164.97,-6.912019,107.674194,28.87,12,99,12539.67,1676739
-1.66,120.19,19.27,24.93,17.00,-6.912012,107.674164,29.45,12,99,13381.96,1676946
-1.97,117.14,21.58,24.01,6.25,-6.912012,107.674164,29.45,12,99,10534.67,1677153
-1.17,116.88,26.84,22.95,16.98,-6.912008,107.674149,29.45,12,99,12898.25,1677362
-2.79,108.18,5.58,9.45,34.76,-6.912003,107.674126,29.85,12,99,23200.99,1677569
-1.37,95.99,10.58,17.61,48.28,-6.911999,107.674110,30.02,12,99,25521.85,1677776
0.91,100.36,7.22,7.58,33.09,-6.911995,107.674095,30.28,12,99,21797.18,1677983
-1.70,110.23,19.01,23.30,60.36,-6.911991,107.674080,30.04,12,99,22221.38,1678190
1.90,91.59,17.11,17.18,78.96,-6.911987,107.674065,29.97,12,99,22732.54,1678397
0.83,106.41,2.63,10.47,82.02,-6.911983,107.674057,30.22,12,99,23352.05,1678606
2.21,112.34,7.99,16.74,42.42,-6.911979,107.674042,30.69,12,99,23083.50,1678813
1.37,113.33,17.64,23.46,15.72,-6.911975,107.674026,30.87,12,99,22663.88,1679020
5.03,131.02,24.61,28.33,98.37,-6.911972,107.674011,31.13,12,99,25204.47,1679227
4.17,91.05,22.87,21.76,182.14,-6.911967,107.673996,30.74,12,99,25891.11,1679434
5.31,123.11,24.65,27.59,165.63,-6.911963,107.673981,30.26,12,99,24891.66,1679641
7.01,134.47,17.32,20.76,69.42,-6.911959,107.673965,31.02,12,99,24812.32,1679851
4.31,111.42,14.34,14.79,101.72,-6.911955,107.673950,31.22,12,99,23699.95,1680058
4.50,140.45,7.91,12.07,151.60,-6.911952,107.673935,32.22,12,99,24505.62,1680265
3.52,86.87,28.12,28.22,245.45,-6.911948,107.673920,32.22,12,99,25105.29,1680472
3.14,98.25,13.04,15.59,63.13,-6.911942,107.673897,32.04,12,99,27565.00,1680679
2.61,71.33,28.30,27.84,119.11,-6.911938,107.673882,31.69,12,99,24967.96,1680886
1.00,73.66,13.49,9.99,16.37,-6.911934,107.673866,32.78,12,99,0.00,1681095
-2.28,53.14,28.50,27.93,98.65,-6.911931,107.673851,31.72,12,99,27284.24,1681302
-0.81,103.36,26.43,31.30,250.43,-6.911928,107.673836,32.11,12,99,25273.13,1681509
-0.04,109.71,26.29,31.30,45.25,-6.911923,107.673820,32.45,12,99,26817.32,1681718
0.30,86.26,19.86,23.02,105.25,-6.911919,107.673805,32.11,12,99,27313.23,1681925
-0.41,122.54,29.42,33.97,183.78,-6.911915,107.673782,32.04,12,99,28211.98,1682132
-0.09,113.74,19.62,21.94,31.42,-6.911911,107.673767,32.15,12,99,28263.86,1682342
-2.24,162.49,23.26,28.80,250.55,-6.911908,107.673752,32.43,12,99,21554.57,1682550
-4.01,132.74,22.38,27.31,129.60,-6.911904,107.673737,32.02,12,99,11993.41,1682757
-3.38,128.29,10.44,14.48,8.84,-6.911898,107.673706,31.71,12,99,2143.86,1682965
-5.40,170.69,23.81,28.59,219.82,-6.911898,107.673706,31.71,12,99,4711.91,1683173
-5.09,156.73,15.57,13.56,51.24,-6.911891,107.673683,31.47,12,99,6117.25,1683380
-6.44,140.97,18.70,22.90,61.20,-6.911888,107.673668,30.78,12,99,5041.50,1683589
-2.65,155.58,21.22,26.30,88.65,-6.911884,107.673653,31.21,12,99,2845.76,1683796
-1.82,150.39,9.27,17.87,9.90,-6.911880,107.673637,31.30,12,99,25183.11,1684003
-3.60,115.13,20.35,21.23,157.07,-6.911875,107.673622,29.32,12,99,10917.66,1684210
-1.11,106.24,23.18,28.28,32.58,-6.911871,107.673607,31.13,12,99,3627.01,1684417
0.60,101.67,7.61,12.04,16.59,-6.911867,107.673592,31.06,12,99,1882.93,1684624
-1.13,86.94,26.84,28.31,60.86,-6.911863,107.673576,31.35,12,99,1252.75,1684834
1.22,56.06,20.05,20.55,144.49,-6.911859,107.673561,31.52,12,99,44.25,1685042
-0.34,63.51,12.08,20.84,45.14,-6.911851,107.673531,30.76,12,99,573.73,1685250
-0.58,55.03,24.88,29.65,33.42,-6.911848,107.673515,30.76,12,99,7015.99,1685457
1.27,63.69,15.26,16.40,50.74,-6.911846,107.673508,30.85,12,99,26733.40,1685665
2.52,53.07,19.27,19.69,47.46,-6.911842,107.673492,30.84,12,99,5795.29,1685872
0.77,62.26,21.94,24.78,48.47,-6.911836,107.673470,31.13,12,99,4901.12,1686082
-0.18,65.78,10.50,15.31,31.30,-6.911835,107.673462,30.48,12,99,5038.45,1686289
-3.04,55.57,8.09,14.98,46.43,-6.911830,107.673454,30.56,12,99,6385.80,1686496
-6.68,25.71,20.09,20.96,143.18,-6.911827,107.673439,30.84,12,99,5772.40,1686703
-3.80,26.74,10.07,15.65,18.35,-6.911822,107.673424,31.10,12,99,7266.24,1686910
-3.71,50.74,29.42,33.97,117.54,-6.911818,107.673409,30.22,12,99,17570.50,1687117
-5.75,56.39,23.35,21.36,30.64,-6.911814,107.673393,30.39,12,99,2752.69,1687324
-8.80,57.59,22.39,23.27,26.11,-6.911809,107.673378,30.00,12,99,11344.91,1687533
-8.43,97.36,20.70,24.59,200.88,-6.911805,107.673363,30.34,12,99,16908.26,1687740
-5.63,95.56,34.77,27.33,32.94,-6.911801,107.673347,30.15,12,99,4974.37,1687947
-4.61,117.05,21.66,27.05,116.58,-6.911797,107.673332,30.19,12,99,2337.65,1688154
-7.03,128.12,21.35,24.63,65.96,-6.911789,107.673302,30.28,12,99,921.63,1688361
-4.53,170.44,11.71,13.18,225.98,-6.911787,107.673294,29.78,12,99,62.56,1688568
-5.75,150.50,16.68,17.46,82.23,-6.911782,107.673286,28.97,12,93,57.98,1688777
-7.46,136.57,9.71,12.05,55.88,-6.911777,107.673271,30.26,12,70,151.06,1688984
-7.78,118.26,17.90,24.42,78.15,-6.911777,107.673271,30.26,12,51,123.60,1689191
-11.02,113.84,20.34,19.92,16.52,-6.911767,107.673241,29.35,12,35,164.79,1689398
-11.07,120.23,17.30,20.45,41.15,-6.911762,107.673225,29.37,12,27,141.91,1689605
-12.07,109.91,18.91,23.25,38.15,-6.911757,107.673218,29.37,12,22,129.70,1689812
-10.56,110.33,11.40,20.45,15.35,-6.911751,107.673203,29.04,12,0,155.64,1690021
-8.43,112.09,6.09,6.08,21.65,-6.911743,107.673180,29.71,12,0,129.70,1690228
-8.58,91.54,13.13,19.51,88.46,-6.911743,107.673180,29.71,12,0,149.54,1690435
-8.21,96.83,10.91,14.67,32.53,-6.911734,107.673157,29.98,12,4,80.87,1690643
-7.17,86.09,20.47,23.27,41.88,-6.911728,107.673149,28.84,12,0,103.76,1690850
-5.70,77.42,10.72,19.92,34.88,-6.911722,107.673134,29.67,12,0,135.80,1691057
-0.55,62.60,16.99,16.16,66.84,-6.911716,107.673119,29.45,12,1,120.54,1691266
-7.07,42.31,18.96,17.56,99.84,-6.911705,107.673103,29.30,12,1,77.82,1691474
-7.90,44.37,22.09,26.45,12.57,-6.911698,107.673088,29.35,12,0,111.39,1691681
-10.20,33.17,8.39,11.35,52.71,-6.911692,107.673073,29.67,12,0,129.70,1691888
-9.03,30.68,3.60,9.30,9.65,-6.911678,107.673050,27.72,12,0,129.70,1692095
-6.64,44.90,11.31,14.01,74.32,-6.911678,107.673050,27.72,12,0,141.91,1692303
-6.61,22.67,23.87,22.32,101.01,-6.911672,107.673035,28.47,12,0,97.66,1692512
-4.70,32.48,4.76,12.65,52.58,-6.911664,107.673019,28.72,12,0,111.39,1692719
-1.84,23.72,20.44,22.47,39.97,-6.911656,107.673012,29.35,12,0,106.81,1692926
-1.82,21.41,4.68,12.84,9.99,-6.911648,107.672997,28.93,12,0,119.02,1693133
-2.54,21.42,11.38,18.25,10.96,-6.911636,107.672981,28.82,12,0,94.60,1693341
-3.96,17.68,3.68,8.22,17.67,-6.911632,107.672974,28.82,12,0,106.81,1693548
-3.47,18.09,6.25,12.87,6.22,-6.911623,107.672958,28.71,12,0,140.38,1693755
-1.46,12.59,12.31,14.75,27.81,-6.911615,107.672951,28.85,12,0,131.23,1693964
-1.25,9.67,16.79,17.89,11.31,-6.911607,107.672935,28.47,12,0,115.97,1694171
-0.99,2.26,19.82,20.88,35.43,-6.911593,107.672920,28.80,12,0,111.39,1694378
1.04,10.42,14.62,18.28,42.10,-6.911575,107.672897,28.82,12,0,123.60,1694585
0.12,16.31,13.61,17.95,30.23,-6.911575,107.672897,28.82,12,0,157.17,1694792
-0.27,-1.09,20.54,23.26,83.93,-6.911566,107.672890,28.76,12,0,108.34,1694999
0.36,3.55,12.69,15.26,24.84,-6.911552,107.672874,28.02,12,0,128.17,1695208
0.94,29.83,16.31,21.12,129.60,-6.911547,107.672867,28.67,12,0,134.28,1695415
-0.73,22.82,16.10,15.31,38.27,-6.911538,107.672859,28.04,12,0,144.96,1695622
2.30,1.86,14.35,16.11,102.29,-6.911528,107.672844,28.50,12,0,105.29,1695829
3.83,-3.27,18.25,19.68,19.52,-6.911518,107.672836,28.95,12,0,122.07,1696036
5.52,-26.68,25.03,26.17,112.23,-6.911497,107.672813,28.15,12,0,97.66,1696243
4.12,8.81,20.37,20.08,172.57,-6.911497,107.672813,28.15,12,0,140.38,1696450
0.01,0.60,22.63,28.22,44.10,-6.911486,107.672806,28.47,12,0,126.65,1696659
2.81,9.42,13.63,15.19,50.32,-6.911476,107.672798,28.11,12,0,99.18,1696866
1.56,18.50,15.73,11.39,53.88,-6.911465,107.672791,28.13,12,0,128.17,1697073
1.15,15.88,9.86,9.27,12.45,-6.911448,107.672775,27.59,12,1,134.28,1697281
1.09,11.24,10.01,11.35,21.49,-6.911438,107.672768,28.39,12,0,126.65,1697488
-1.19,22.43,8.13,4.01,55.75,-6.911427,107.672760,27.74,12,0,141.91,1697695
-0.92,28.82,22.19,26.15,32.10,-6.911415,107.672752,27.78,12,0,123.60,1697904
0.90,39.96,20.42,20.63,59.25,-6.911404,107.672737,28.59,12,1,112.92,1698112
1.45,37.61,8.64,7.64,8.57,-6.911393,107.672729,27.71,12,0,160.22,1698319
0.81,22.39,6.42,15.47,71.13,-6.911382,107.672722,27.39,12,2,99.18,1698526
0.94,73.49,27.81,30.15,250.23,-6.911370,107.672714,26.78,12,11,173.95,1698733
1.59,67.29,20.95,23.32,26.69,-6.911358,107.672707,27.76,12,19,192.26,1698940
0.66,72.92,19.55,22.84,37.42,-6.911346,107.672699,27.30,12,23,10.68,1699147
1.88,61.50,20.92,25.69,48.76,-6.911346,107.672699,27.30,12,33,566.10,1699356
2.25,72.90,19.98,23.73,62.71,-6.911324,107.672684,27.02,12,41,895.69,1699563
2.40,66.39,9.08,15.70,23.22,-6.911311,107.672676,26.78,12,44,727.84,1699770
1.61,71.29,11.57,15.80,31.61,-6.911287,107.672668,27.41,12,45,463.87,1699977
2.23,67.39,9.41,8.76,13.11,-6.911275,107.672661,27.41,12,43,402.83,1700184
1.02,85.88,21.33,21.54,95.94,-6.911269,107.672653,26.91,12,11,148.01,1700391
0.14,118.93,22.24,21.05,169.52,-6.911257,107.672653,26.09,12,4,210.57,1700600
2.84,134.64,20.12,24.16,89.50,-6.911245,107.672646,26.54,12,0,141.91,1700807
0.79,123.68,20.63,22.13,43.03,-6.911232,107.672638,26.04,12,0,120.54,1701014
1.35,160.53,11.28,14.87,189.08,-6.911221,107.672638,25.71,12,1,90.03,1701221
-0.85,170.52,20.82,23.89,74.02,-6.911209,107.672630,25.76,12,0,64.09,1701429
-0.05,166.33,28.35,27.36,11.33,-6.911196,107.672623,26.00,12,3,102.23,1701636
-0.09,152.68,6.87,12.01,52.28,-6.911184,107.672623,25.87,12,0,138.85,1701845
-0.66,134.85,7.43,17.03,72.35,-6.911172,107.672615,25.58,12,2,120.54,1702053
-1.47,136.30,17.07,17.29,17.82,-6.911160,107.672607,25.71,12,0,137.33,1702260
0.60,125.22,23.56,25.86,40.15,-6.911147,107.672607,25.48,12,0,83.92,1702467
2.88,107.62,23.91,29.28,73.28,-6.911135,107.672600,25.56,12,0,141.91,1702674
2.97,92.08,11.79,12.74,69.60,-6.911110,107.672592,25.72,12,0,32.04,1702881
0.35,92.64,27.41,23.28,14.28,-6.911104,107.672592,25.35,12,0,122.07,1703088
0.70,86.76,9.69,17.15,19.27,-6.911092,107.672585,25.45,12,0,70.19,1703297
1.50,76.08,8.09,17.11,48.42,-6.911079,107.672585,24.78,12,0,96.13,1703503
3.32,81.68,20.08,20.45,37.44,-6.911067,107.672577,25.58,12,0,114.44,1703710
1.00,77.69,9.53,16.41,20.55,-6.911055,107.672577,25.72,12,2,106.81,1703917
2.19,48.03,24.72,26.15,135.16,-6.911043,107.672569,24.80,12,1,143.43,1704124
4.30,36.13,24.65,27.85,50.25,-6.911043,107.672569,24.80,12,0,125.12,1704331
4.16,47.97,19.96,22.42,61.00,-6.911018,107.672569,24.85,12,0,134.28,1704540
4.91,51.57,9.40,16.30,25.58,-6.911005,107.672569,25.21,12,0,105.29,1704747
5.83,47.82,21.85,24.36,12.75,-6.910993,107.672562,24.46,12,0,161.74,1704954
3.10,68.34,28.40,27.98,101.91,-6.910981,107.672562,24.95,12,0,129.70,1705161
1.80,64.17,20.25,22.69,15.64,-6.910962,107.672562,24.45,12,0,126.65,1705368
0.63,55.68,21.05,25.55,37.34,-6.910962,107.672562,24.45,12,0,123.60,1705575
-2.60,57.28,21.54,25.50,26.20,-6.910931,107.672554,24.50,12,0,135.80,1705785
-2.87,66.58,9.76,14.23,49.18,-6.910919,107.672554,24.50,12,0,157.17,1705992
-3.52,69.79,20.14,23.58,22.92,-6.910919,107.672554,24.50,12,0,120.54,1706199
-1.19,78.84,12.45,11.95,55.13,-6.910901,107.672554,24.37,12,0,117.49,1706406
-1.79,75.62,7.89,8.26,12.12,-6.910889,107.672546,25.06,12,0,109.86,1706613
-2.44,69.89,8.81,16.15,23.76,-6.910876,107.672546,24.30,12,0,122.07,1706820
-0.38,94.97,19.94,22.50,131.35,-6.910864,107.672546,23.43,12,0,109.86,1707028
-1.10,72.93,23.13,27.64,97.79,-6.910840,107.672546,23.93,12,0,115.97,1707238
0.38,69.30,20.12,18.28,10.28,-6.910840,107.672546,23.93,12,0,24.41,1707445
-1.13,36.65,20.34,23.05,153.69,-6.910828,107.672546,23.28,12,0,132.75,1707652
-1.02,6.54,23.54,27.37,142.23,-6.910816,107.672546,23.32,12,0,140.38,1707859
-3.63,-0.84,9.36,10.37,37.40,-6.910804,107.672546,23.65,12,0,132.75,1708066
-4.88,-2.85,7.15,10.74,12.37,-6.910786,107.672546,23.32,12,0,103.76,1708273
-3.32,-1.54,13.15,16.40,17.06,-6.910768,107.672546,23.15,12,0,83.92,1708482
-1.73,-27.95,20.52,21.66,129.37,-6.910768,107.672546,23.15,12,3,117.49,1708689
-2.01,-21.45,13.33,20.36,27.53,-6.910744,107.672546,23.15,12,0,141.91,1708896
-0.51,-14.75,17.46,14.41,33.12,-6.910744,107.672546,23.15,12,2,144.96,1709103
-1.71,-11.02,10.76,5.94,13.23,-6.910721,107.672554,23.00,12,0,115.97,1709310
2.08,8.21,11.49,19.36,96.82,-6.910715,107.672554,22.37,12,1,134.28,1709518
1.98,1.78,20.16,24.00,33.27,-6.910704,107.672554,22.52,12,0,73.24,1709728
3.91,-3.44,5.21,14.14,29.09,-6.910693,107.672554,21.98,12,0,141.91,1709935
4.04,-21.75,22.84,24.92,88.42,-6.910676,107.672554,22.26,12,0,126.65,1710142
2.81,-21.33,9.31,4.03,7.88,-6.910670,107.672554,21.87,12,0,132.75,1710349
1.13,-15.74,6.85,7.90,22.90,-6.910659,107.672562,22.09,12,0,146.48,1710555
-3.25,-13.53,9.62,13.67,23.59,-6.910648,107.672562,22.06,12,0,138.85,1710762
-2.82,-11.75,12.72,20.03,9.54,-6.910637,107.672562,22.04,12,0,62.56,1710969
-1.84,-13.92,3.79,8.46,11.43,-6.910626,107.672562,21.87,12,0,128.17,1711178
-1.30,-28.59,11.45,12.53,72.41,-6.910615,107.672569,21.95,12,0,129.70,1711385
-2.51,-27.14,12.91,12.32,6.90,-6.910604,107.672569,21.52,12,0,180.05,1711592
-2.13,-28.41,13.22,20.27,6.28,-6.910594,107.672569,21.67,12,0,100.71,1711799
-4.02,-29.06,22.60,19.68,28.84,-6.910583,107.672569,21.95,12,0,222.78,1712006
-2.35,-28.38,17.74,24.34,6.31,-6.910572,107.672569,21.54,12,0,140.38,1712213
-3.53,-19.42,5.65,14.54,43.90,-6.910556,107.672577,21.52,12,0,137.33,1712422
-3.69,-38.53,17.10,21.07,97.22,-6.910546,107.672577,21.41,12,0,138.85,1712629
-4.22,-37.27,7.58,15.27,5.84,-6.910546,107.672577,21.41,12,0,100.71,1712836
-4.41,-43.54,6.27,6.84,33.70,-6.910525,107.672585,21.00,12,0,250.24,1713045
-2.10,-47.34,16.67,18.00,26.82,-6.910525,107.672585,21.00,12,0,117.49,1713252
-0.54,-37.85,21.64,27.15,42.43,-6.910506,107.672592,20.39,12,0,132.75,1713459
-1.06,-40.64,10.24,13.68,21.89,-6.910496,107.672592,19.80,12,0,117.49,1713667
2.62,-37.08,24.76,27.86,21.82,-6.910487,107.672592,19.09,12,0,123.60,1713874
1.00,-40.42,12.28,15.13,21.48,-6.910477,107.672600,19.54,12,0,132.75,1714081
0.53,-36.63,20.58,23.68,15.91,-6.910463,107.672600,20.61,12,0,161.74,1714288
-2.88,-36.74,6.19,14.00,16.55,-6.910463,107.672600,20.61,12,0,143.43,1714495
-0.17,-30.45,13.38,17.92,33.09,-6.910441,107.672607,18.69,12,0,129.70,1714702
3.28,-44.67,14.41,17.11,71.80,-6.910432,107.672615,18.69,12,0,112.92,1714909
4.73,-44.51,5.63,5.41,4.87,-6.910432,107.672615,18.69,12,0,120.54,1715118
2.68,-47.26,20.90,25.64,21.36,-6.910419,107.672615,18.45,12,0,123.60,1715325
2.03,-76.31,20.42,22.09,147.20,-6.910411,107.672623,17.87,12,0,138.85,1715532
3.23,-76.96,6.39,10.68,16.55,-6.910402,107.672623,18.37,12,0,138.85,1715739
1.92,-88.46,13.09,16.39,62.19,-6.910394,107.672630,17.76,12,0,126.65,1715946
1.91,-76.18,15.16,20.23,48.89,-6.910386,107.672630,17.72,12,0,119.02,1716153
2.00,-59.08,18.29,24.44,76.64,-6.910386,107.672630,17.72,12,0,108.34,1716362
4.03,-50.14,12.29,16.44,40.27,-6.910370,107.672638,17.32,12,0,99.18,1716569
2.73,-47.22,15.89,20.23,11.40,-6.910362,107.672638,17.37,12,0,119.02,1716776
4.82,-73.98,20.07,20.40,137.86,-6.910355,107.672646,16.85,12,0,140.38,1716983
4.46,-80.78,19.70,21.64,41.83,-6.910347,107.672646,17.04,12,0,115.97,1717190
5.02,-86.03,11.15,17.59,33.52,-6.910328,107.672653,16.93,12,0,138.85,1717397
6.11,-68.26,18.88,23.59,77.10,-6.910328,107.672653,16.93,12,0,109.86,1717606
6.70,-70.18,7.17,7.39,13.24,-6.910321,107.672661,15.93,12,0,122.07,1717813
8.12,-63.19,5.56,11.45,28.11,-6.910314,107.672661,15.67,12,0,125.12,1718020
8.14,-47.76,21.57,24.59,72.24,-6.910314,107.672661,15.67,12,0,129.70,1718228
9.26,-40.10,12.68,18.20,33.84,-6.910300,107.672668,15.54,12,0,123.60,1718435
10.11,-33.23,10.43,17.48,31.14,-6.910294,107.672676,14.69,12,0,126.65,1718642
11.63,-27.23,7.57,8.38,29.14,-6.910287,107.672676,13.93,12,0,120.54,1718849
9.86,-33.26,12.04,17.96,33.46,-6.910281,107.672676,14.24,12,0,132.75,1719058
8.94,-32.27,13.94,18.73,5.69,-6.910275,107.672684,13.33,12,0,117.49,1719265
8.60,-24.56,4.35,12.91,36.62,-6.910270,107.672684,13.56,12,0,119.02,1719472
8.85,-19.34,16.22,22.42,24.40,-6.910264,107.672691,13.28,12,0,125.12,1719679
8.27,-17.40,4.28,9.45,8.01,-6.910258,107.672691,12.59,12,0,135.80,1719886
9.54,-18.41,5.03,7.29,6.39,-6.910253,107.672699,11.96,12,0,137.33,1720093
10.05,-18.48,8.42,15.95,2.41,-6.910248,107.672699,11.87,12,0,135.80,1720302
9.66,-10.67,13.70,17.44,35.59,-6.910243,107.672699,11.87,12,0,128.17,1720509
9.25,-9.13,6.23,10.93,10.61,-6.910239,107.672707,10.67,12,0,137.33,1720716
8.89,-12.20,1.36,10.78,15.79,-6.910234,107.672707,10.59,12,0,134.28,1720923
8.25,-12.31,4.07,8.24,3.37,-6.910230,107.672714,10.54,12,0,119.02,1721130
8.11,-15.34,7.36,9.96,14.65,-6.910226,107.672714,9.76,12,0,122.07,1721338
8.52,-11.41,1.63,10.97,18.09,-6.910222,107.672714,9.76,12,0,120.54,1721545
8.23,-12.30,5.29,12.20,5.70,-6.910217,107.672722,8.61,12,0,128.17,1721754
8.20,-9.57,2.39,10.76,11.89,-6.910213,107.672722,8.41,12,0,137.33,1721961
8.70,-8.28,0.62,9.48,6.24,-6.910211,107.672722,7.41,12,0,135.80,1722168
9.05,-9.31,3.53,11.35,5.12,-6.910208,107.672729,6.74,12,0,119.02,1722375
9.01,-7.00,2.59,11.33,10.73,-6.910205,107.672729,6.43,12,0,137.33,1722582
8.98,-5.63,2.53,11.57,6.93,-6.910203,107.672729,5.96,12,0,126.65,1722789
8.79,-6.34,1.44,8.90,3.73,-6.910202,107.672729,4.98,12,0,132.75,1722998
8.30,-6.00,1.10,10.77,2.46,-6.910199,107.672729,5.44,12,0,114.44,1723205
8.12,-7.65,1.67,10.69,8.33,-6.910197,107.672737,4.74,12,0,128.17,1723412
7.94,-7.94,1.73,9.32,2.57,-6.910195,107.672737,4.00,12,0,129.70,1723619
7.84,-8.81,1.86,11.00,4.47,-6.910193,107.672737,3.63,12,0,138.85,1723826
7.44,-8.70,0.42,9.49,1.83,-6.910192,107.672737,3.00,12,0,119.02,1724033
7.52,-8.79,0.76,9.92,1.13,-6.910189,107.672737,2.93,12,0,120.54,1724240
7.49,-8.43,0.91,9.88,1.47,-6.910189,107.672737,2.93,12,0,132.75,1724449
7.44,-8.79,0.77,9.71,2.22,-6.910188,107.672745,2.09,12,0,132.75,1724656
7.41,-8.67,1.17,9.77,0.45,-6.910187,107.672745,1.39,12,0,132.75,1724863
7.37,-8.59,0.44,10.07,0.58,-6.910186,107.672745,1.30,12,0,119.02,1725070
7.31,-8.58,0.29,9.87,0.70,-6.910185,107.672745,1.22,12,0,129.70,1725277
7.28,-8.65,0.44,9.90,1.06,-6.910185,107.672745,0.31,12,0,120.54,1725484
7.22,-8.58,0.56,10.02,0.40,-6.910185,107.672745,0.30,12,0,122.07,1725691
7.19,-8.32,0.49,9.89,0.79,-6.910185,107.672745,0.31,12,0,135.80,1725900
7.14,-8.50,0.39,9.86,1.58,-6.910185,107.672745,0.70,12,0,119.02,1726107
7.10,-8.47,0.34,9.82,0.58,-6.910185,107.672745,0.17,12,0,134.28,1726314
7.02,-8.57,0.31,9.94,1.22,-6.910185,107.672745,0.24,12,0,135.80,1726521
6.98,-8.37,0.48,9.83,0.53,-6.910185,107.672745,0.33,12,0,126.65,1726728
6.91,-8.48,0.35,9.90,1.26,-6.910185,107.672745,0.33,12,0,135.80,1726935
6.86,-8.62,0.48,9.84,1.37,-6.910184,107.672745,0.43,12,0,123.60,1727144
6.79,-8.74,0.49,9.85,1.24,-6.910184,107.672745,0.13,12,0,129.70,1727351
6.74,-8.72,0.41,9.88,0.65,-6.910184,107.672745,0.26,12,0,137.33,1727558
6.67,-8.73,0.27,9.83,0.79,-6.910184,107.672745,0.39,12,0,120.54,1727765
6.68,-8.72,0.47,9.99,0.84,-6.910184,107.672745,0.26,12,0,120.54,1727972
6.75,-8.31,0.54,9.77,1.64,-6.910184,107.672745,0.22,12,0,123.60,1728179
6.72,-8.45,0.51,9.92,1.30,-6.910185,107.672752,0.43,12,0,129.70,1728386
6.63,-8.34,0.28,9.75,0.34,-6.910185,107.672752,0.26,12,0,134.28,1728597
